Year,State,State Abbr,District,Democratic Votes,Republican Votes,Total Votes,Democratic Percentage,Republican Percentage,Voting Eligible Male,Voting Eligible Female,Voting Eligible Population,Total Population,Voter Turnout,Median Age,White,White (non Hispanic or Latino),Hispanic or Latino,Black,American Indian,Asian,Pacific,Multiracial,Male,Female,Not a citizen,Male 18+ birthright,Male 18+ bloodright,Male 18+ naturalized,Male 18+ not citizen,Female 18+ birthright,Female 18+ bloodright,Female 18+ naturalized,Female 18+ not citizen,Less than HS,HS grad,Some college,Bachelor's degree,Graduate degree,Total income,No income,Median income,Total poverty,Income below poverty (White male),Income below poverty (White female),Income above poverty (White male),Income above poverty (White female),Income below poverty (Black male),Income below poverty (Black female),Income above poverty (Black male),Income above poverty (Black female),State FIPS
2014,Alabama,AL,1,48278,103758,152234,31.71,68.16,254654,279955,534609,691709,28.48,38.7,468080,453414,20600,191509,6688,9598,60,11047,334603,357106,12448,240694,10191,3769,6422,266883,8971,4101,4870,67374,152140,139943,68296,35203,555135,88043,23092,676508,25290,32349,199058,203309,25655,36621,58359,64318,1
2014,Alabama,AL,2,54692,113103,167952,32.56,67.34,254513,277074,531587,685500,31.59,37.8,448069,432195,24282,207107,2953,8199,120,12473,334415,351085,12899,242441,9228,2844,6384,264142,9033,3899,5134,77706,147735,134433,60767,36737,552334,76636,22525,664714,25675,31414,189758,191033,26679,36413,63996,70677,1
2014,Alabama,AL,3,52816,103558,156620,33.72,66.12,260091,281971,542062,692659,28.89,37.7,489638,477849,19741,175475,1998,9235,274,10096,337938,354721,13796,248760,8840,2491,6349,269204,9285,3482,5803,82250,148478,134012,55390,36205,563209,81910,21508,671857,35131,45105,200008,197148,22161,31999,55758,57893,1
2014,Alabama,AL,4,0,132831,134752,0.0,98.57,256347,274575,530922,683276,25.38,40.5,603910,576373,40954,47126,5192,3880,186,12149,334924,348352,19611,241094,12610,2643,9967,261365,10395,2815,7580,97092,157224,139800,44695,27803,552636,80762,20768,674179,45505,58560,247852,245306,5826,8060,15199,15846,1
2014,Alabama,AL,5,0,115338,154974,0.0,74.42,265616,283324,548940,695876,28.23,38.8,535863,512427,33809,118796,5096,11212,504,16813,341450,354426,18321,246417,13987,5212,8775,262075,14546,6703,7843,67128,128278,137913,86543,50905,565364,80533,25783,679502,27823,35523,231652,232063,12064,16259,39029,44508,1
2014,Alabama,AL,6,42291,135945,178449,23.7,76.18,256264,278079,534343,688346,33.4,38.6,552810,535428,34680,96977,2181,12096,108,7775,335098,353248,22218,236462,15386,4416,10970,259179,13719,5181,8538,53634,120209,135503,99170,60904,552926,75579,30073,676048,23290,28533,242078,251464,7102,9346,35296,40892,1
2014,Alabama,AL,7,133687,0,135899,98.37,0.0,241337,287544,528881,680312,25.7,35.2,229521,218902,17772,432818,1073,4102,178,6075,317592,362720,11670,230717,8534,2086,6448,279118,6484,1942,4542,79184,145697,130356,50407,28788,550987,86085,17803,656702,15076,19326,91163,90660,62545,85453,129095,146656,1
2014,Alaska,AK,1,114602,142572,279741,40.97,50.97,295833,270801,566634,728300,49.37,33.4,484195,458284,45247,25148,102743,40976,8335,58521,380119,348181,23770,261046,22572,12215,10357,231546,25046,14209,10837,37700,126611,168570,82261,45177,571190,26180,31441,711235,14742,17005,235176,207548,2024,1463,10767,9496,2
2014,Arizona,AZ,1,97391,87723,185114,52.61,47.39,278849,280201,559050,724361,33.11,36.4,471724,366725,151609,17164,169646,11163,1189,21644,363785,360576,28090,248137,22615,8097,14518,248685,21575,9941,11634,70006,124319,161052,66053,41192,572130,110810,22845,694782,31109,36199,194168,192118,1231,770,6008,6386,4
2014,Arizona,AZ,2,109543,109704,219351,49.94,50.01,292105,312902,605007,716939,36.26,40.6,586079,451465,192229,28764,9632,21198,1233,28648,353797,363142,39589,245743,31048,15314,15734,249403,41618,21881,19737,47819,107003,180225,92765,66315,592632,74832,25601,695781,38109,45451,238764,248233,2654,3343,10933,9067,4
2014,Arizona,AZ,3,58192,46185,104428,55.72,44.23,285056,289929,574985,725399,18.16,30.7,533055,201701,447479,32758,30553,12361,1109,21007,363949,361450,93284,190325,67478,27253,40225,181983,77014,30932,46082,108228,114542,132914,42378,22689,551973,117425,20821,699372,53884,63583,200518,196053,3196,3806,11866,11375,4
2014,Arizona,AZ,4,45179,122560,175179,25.79,69.96,299107,297507,596614,724501,29.36,45.5,635756,543334,134834,13190,14110,7904,1729,19741,366541,357960,37433,257957,30105,11045,19060,254011,29777,13719,16058,69336,157999,199078,60649,33403,597015,89251,23099,695851,43394,50322,258980,262805,1154,1418,4605,3446,4
2014,Arizona,AZ,5,54596,124867,179463,30.42,69.58,276938,299586,576524,743690,31.13,37.2,632134,534442,131312,22838,8596,33550,1365,21241,363922,379768,36958,228328,32955,15655,17300,245115,35775,18696,17079,35876,108208,179021,106501,56382,574999,80559,32404,739410,26334,31670,280809,290123,1529,1375,10069,9592,4
2014,Arizona,AZ,6,70198,129578,199776,35.14,64.86,296300,319430,615730,729975,32.45,40.8,629624,544277,111670,17925,10870,31552,553,19428,356276,373699,54690,234010,43689,18601,25088,249771,46884,22775,24109,40147,100600,163933,131855,79798,601864,81082,33546,725297,31706,36962,273418,283533,2432,2199,7105,6008,4
2014,Arizona,AZ,7,54235,129,72454,74.85,0.18,272746,271587,544333,733248,13.31,28.6,487080,150931,470620,71589,20467,17174,2237,20755,370789,362459,154342,158720,92028,21998,70030,158903,90596,22088,68508,136483,112929,105480,37357,18614,536279,142575,20429,721899,80051,88876,160912,149363,11631,12578,23079,22939,4
2014,Arizona,AZ,8,0,128710,169776,0.0,75.81,278692,315498,594190,734569,28.57,40.3,630378,521099,139099,31770,7200,22855,598,22092,352204,382365,30445,234197,29076,15419,13657,260292,34874,20332,14542,41676,129438,192837,91820,48164,587989,85003,30954,723654,25944,32696,273142,290208,2058,2414,12872,13423,4
2014,Arizona,AZ,9,88609,67841,162062,54.68,41.86,302053,301536,603589,728834,26.85,33.1,568252,420879,198174,38382,19706,33314,2625,25976,367528,361306,69335,236711,48864,16478,32386,232947,49815,18774,31041,54821,95041,154689,104467,60674,596196,86507,27548,715308,43657,49458,237929,227458,5124,5313,14612,12612,4
2014,Arkansas,AR,1,63555,124139,196256,32.38,63.25,273481,285763,559244,727516,35.09,39.2,573524,557892,22076,131833,2562,3265,453,10705,360108,367408,8870,264518,6774,2189,4585,277518,5878,2367,3511,90564,188979,137494,49303,24239,584467,84108,20021,698838,43577,53919,229710,228245,21388,28756,35500,37007,5
2014,Arkansas,AR,2,103477,123073,237330,43.6,51.86,275792,301289,577081,745257,41.13,36.3,547423,519403,36663,163502,2554,10883,163,14452,361999,383258,19439,257433,13922,4437,9485,283472,12878,4939,7939,56803,153474,147073,87346,47415,596516,76414,25485,728482,29980,36872,232710,235421,18916,23031,54893,63009,5
2014,Arkansas,AR,3,0,151630,190935,0.0,79.41,282933,295380,578313,750491,33.02,35.0,641271,576920,99789,21047,9106,19904,5473,22150,371324,379167,50853,241692,32476,8765,23711,255546,30483,9351,21132,76054,151754,133256,76199,42257,590200,86230,23716,733134,44860,56025,264436,261942,3539,3521,6280,5276,5
2014,Arkansas,AR,4,87742,110789,206131,42.57,53.75,269902,291281,561183,723772,36.73,40.3,543855,523976,39581,141754,4115,4357,189,11931,353804,369968,16224,256803,10249,2850,7399,277020,10817,3444,7373,82778,188244,140899,50451,25381,584824,80274,19962,702208,39628,50713,220793,218462,21401,27017,41824,45150,5
2014,California,CA,1,84320,132052,216372,38.97,61.03,290159,291925,582084,704170,37.17,42.2,606848,549578,89740,9895,12956,18110,1836,33939,354132,350038,22907,258308,21781,10070,11711,259348,20987,11590,9397,56809,121872,197957,72152,37484,587223,81966,22272,681478,47806,52545,245261,248115,1515,1122,2486,1770,6
2014,California,CA,2,163124,54400,217524,74.99,25.01,296223,308433,604656,709377,35.97,43.0,573649,511821,120331,12274,16101,26001,1727,30414,352585,356792,55292,233565,44986,17672,27314,239627,46210,22596,23614,50567,98276,160579,119058,77527,589610,72769,29581,691857,31426,35124,244735,252680,1403,1276,3775,3008,6
2014,California,CA,3,79224,71036,150260,52.72,47.28,294521,301549,596070,710463,25.21,34.6,462769,352047,201479,43762,7807,75932,3964,42153,357065,353398,69757,208587,59539,26395,33144,205873,63344,32332,31012,74953,106847,158929,66133,39924,567826,95270,25471,685225,29402,36790,192157,193210,3860,3606,15651,14727,6
2014,California,CA,4,0,211134,211134,0.0,100.0,288976,298601,587577,709026,35.93,43.4,609204,549380,88929,8563,8712,31922,1064,28452,353829,355197,27865,246752,27956,14268,13688,248134,31309,19158,12151,36485,110191,197141,105493,51602,583464,81015,30953,696551,28894,30072,268706,274107,864,714,2814,2454,6
2014,California,CA,5,129613,0,171148,75.73,0.0,301154,328539,629693,717238,27.18,39.4,490084,370158,192779,45665,7404,77829,3436,37330,350178,367060,77644,201088,68386,31680,36706,217883,72320,38336,33984,68157,104328,173645,98409,46950,587868,80143,30163,705747,25826,30688,209667,215980,4863,5552,15962,18238,6
2014,California,CA,6,97008,36448,133456,72.69,27.31,290997,322892,613889,716945,21.74,33.3,384787,275536,196698,89734,6626,112129,9041,49936,348802,368143,80845,183778,72018,35201,36817,202406,78264,42222,36042,79811,104114,155986,77126,40953,565200,92076,24433,708323,35224,38961,150734,154858,12882,14589,27662,32972,6
2014,California,CA,7,92521,91066,183587,50.4,49.6,298205,321737,619942,721345,29.61,37.4,470700,399883,120282,55921,5740,104373,5862,45654,354696,366649,50891,206498,57182,34525,22657,215561,64373,41803,22570,49221,101127,178538,100819,50341,575803,89440,30783,708986,25155,27238,200471,212405,5819,7539,19546,19000,6
2014,California,CA,8,37056,77480,114536,32.35,67.65,273730,275793,549523,707590,20.84,33.8,522421,345048,261278,58493,10386,21372,2981,26823,354281,353309,50128,213151,41929,18650,23279,212155,43285,20353,22932,76953,127368,163033,41401,26037,544606,119238,23051,688714,42343,50206,211470,206879,8169,12660,17081,17237,6
2014,California,CA,9,63475,57729,121204,52.37,47.63,289323,305435,594758,723517,20.38,34.0,413513,259310,273291,62628,6843,102086,3969,53796,358478,365039,86843,180385,75099,33839,41260,188571,77817,39047,38770,91876,113073,155097,59408,26795,558043,102983,24251,711341,29189,34296,171266,171796,7653,10107,22112,21209,6
2014,California,CA,10,55123,70582,125705,43.85,56.15,279793,294623,574416,715504,21.88,33.5,527435,322702,295458,23418,5330,46339,4756,37524,355367,360137,80225,185370,65346,29077,36269,193447,68877,32299,36578,93266,126196,145844,52395,23208,548836,101915,24309,705918,38882,48102,217773,216184,2376,3303,8510,8250,6
2014,California,CA,11,117502,57160,174662,67.27,32.73,303452,335256,638708,721629,27.35,39.3,461368,345343,186654,65027,3009,92109,3667,38022,349825,371804,90997,185698,80510,37244,43266,203398,85868,45990,39878,59390,88794,139611,127830,78021,583848,86765,34173,714134,20218,24634,204011,207979,5857,7799,22772,27160,6
2014,California,CA,12,160067,32197,192264,83.25,16.75,385678,386945,772623,720093,24.88,38.3,370878,314302,105942,41806,2695,229061,3245,32210,367931,352162,99897,206825,113764,65089,48675,179062,126898,80985,45913,74227,70249,115056,187750,122521,640524,65468,39784,709424,19821,17011,177232,151477,6237,6698,15032,12680,6
2014,California,CA,13,168491,21940,190431,88.48,11.52,321235,352515,673750,722995,28.26,36.5,330108,247140,154437,133076,5010,151565,4504,44438,351487,371508,100570,188414,90422,42399,48023,207420,94882,50213,44669,74607,79140,120731,123407,100898,604122,83075,30466,705261,20567,21303,141371,139246,14525,19311,46392,50857,6
2014,California,CA,14,114389,34757,149146,76.7,23.3,351459,381408,732867,726899,20.35,39.4,360843,259952,176689,23999,2561,231314,10226,35611,357698,369201,111089,157885,122366,71208,51158,159487,136893,85028,51865,62924,91022,141380,137793,81126,601002,80978,37059,719231,12341,14553,165872,164191,1593,1837,9736,10082,6
2014,California,CA,15,99756,43150,142906,69.81,30.19,326191,347703,673894,728585,21.21,37.2,358565,259920,170873,47108,3561,214038,7488,43117,359141,369444,105290,160460,106545,59186,47359,166348,115264,66091,49173,56722,100407,136625,125413,70416,578505,94216,37694,719189,12724,15728,164099,162026,3634,5133,17052,18872,6
2014,California,CA,16,46277,44943,91220,50.73,49.27,269316,278207,547523,713649,16.66,29.5,414871,171181,420082,42751,7132,65588,1435,27902,355267,358382,122165,153456,88054,27806,60248,168706,80755,28746,52009,140395,100995,117508,33209,14644,527753,121446,17967,694217,51214,60322,149569,144838,7619,9077,10937,11809,6
2014,California,CA,17,134408,0,134408,100.0,0.0,360876,372253,733129,727638,18.33,36.5,248867,188278,124073,18838,3062,369707,3794,32458,364550,363088,158084,125897,153743,81236,72507,117828,162475,91950,70525,49887,79048,110104,141657,123615,585555,105404,42842,719192,9954,11599,114990,107555,1224,1694,8201,7151,6
2014,California,CA,18,133060,63326,196386,67.75,32.25,323209,337151,660360,724501,29.74,39.7,489656,408403,125748,14120,2655,146182,1626,33914,363346,361155,97677,187484,90427,45298,45129,184592,97762,54797,42965,34165,60009,115398,149568,145922,586775,83267,47758,712064,15243,17293,228789,221098,960,875,6419,4963,6
2014,California,CA,19,127788,0,127788,100.0,0.0,340506,347188,687694,725285,18.58,35.4,353261,189650,296738,22920,5457,195282,2946,34896,363188,362097,117831,151010,122770,66726,56044,147654,126687,72847,53840,98305,94252,129680,99247,53210,576710,100330,30342,716570,20247,21045,156334,151402,2416,2589,8922,8474,6
2014,California,CA,20,106034,0,141044,75.18,0.0,297617,297285,594902,719355,23.71,33.7,551704,275076,371101,15261,5998,38705,2835,27417,363918,355437,132864,179389,91792,26436,65356,180120,87368,29797,57571,112104,88085,129812,73004,45293,568318,100852,24289,690288,40111,48257,225364,218508,1103,1318,5195,4267,6
2014,California,CA,21,33470,45907,79377,42.17,57.83,289114,245234,534348,710712,14.85,28.7,492937,133017,511225,31545,8116,23313,826,21730,377207,333505,159212,158091,105551,25472,80079,130267,90196,24771,65425,169844,98732,97450,22904,9398,520038,135775,17345,665789,66046,77894,169419,154470,3697,4612,7165,6588,6
2014,California,CA,22,37289,96053,133342,27.96,72.04,275611,291914,567525,724506,23.5,32.1,527478,298937,332654,23054,7063,53221,1321,30595,357296,367210,78656,186235,63961,25415,38546,204354,60959,26601,34358,88747,99188,146535,67631,33931,550936,98862,24006,715562,46618,53605,209852,211764,3769,3622,7694,7229,6
2014,California,CA,23,33726,100317,134043,25.16,74.84,281920,279752,561672,717203,23.86,33.5,539232,348038,266494,46062,8701,35182,977,29281,363442,353761,56303,213255,48379,20286,28093,212615,45632,21505,24127,81313,118031,161929,55777,29326,553865,111919,25469,696551,43914,51991,216255,214222,6596,7401,15058,13523,6
2014,California,CA,24,103228,95566,198794,51.93,48.07,305408,304801,610209,715126,32.58,35.6,559883,401049,249615,14325,6457,32231,949,26895,360776,354350,83912,221181,62777,21450,41327,220948,59791,24062,35729,74574,85219,150144,87166,57042,590922,86557,25886,681845,36954,41347,229842,232252,1466,980,4802,4022,6
2014,California,CA,25,0,114072,114072,0.0,100.0,289097,304419,593516,712071,19.22,35.1,458701,314224,261850,56574,3938,55767,1491,37078,354399,357672,65656,186983,66133,35981,30152,188406,73313,42700,30613,68555,98371,156997,80232,38454,551921,114582,31008,699325,22753,28166,203171,199217,6472,8614,18589,20361,6
2014,California,CA,26,87176,82653,169829,51.33,48.67,296305,309816,606121,713059,28.02,36.5,552174,319870,315479,13630,4989,47762,1065,29642,353879,359180,93910,182728,79624,33953,45671,190382,80393,39041,41352,84729,85683,144796,90433,55310,565279,85129,28598,702251,29347,33797,240892,241106,892,1107,5987,4918,6
2014,California,CA,27,75728,51852,127580,59.36,40.64,348844,393075,741919,714256,17.2,40.9,315857,205031,196795,31919,2114,264289,1115,23720,345796,368460,101125,151208,121196,76440,44756,156632,142570,93873,48697,78045,92940,132443,122064,82096,600010,108390,29439,702817,14376,16063,138618,140729,2438,2469,13007,12893,6
2014,California,CA,28,91996,0,120264,76.5,0.0,371268,394569,765837,714098,15.7,39.0,489768,393033,185568,17754,2643,96107,849,28478,357469,356629,125012,165343,131568,74357,57211,144433,154456,95680,58776,76077,88364,142262,154982,73931,616762,84285,28123,708499,34934,39318,211609,200518,2327,1763,7149,5814,6
2014,California,CA,29,50096,17045,67141,74.61,25.39,320207,334848,655055,707030,10.25,32.7,413855,130669,482409,29649,3968,56488,961,18780,353563,353467,181637,114801,146175,59231,86944,113025,152375,69448,82927,149321,108303,105965,62573,19814,557768,114468,20693,700715,40681,46473,165104,157844,3820,3706,10684,10847,6
2014,California,CA,30,86568,45315,131883,65.64,34.36,347317,376522,723839,735233,18.22,38.6,496009,375777,209954,33366,2878,91266,845,34228,362031,373202,102684,172091,111428,63798,47630,174483,124858,77181,47677,60984,94877,146234,140773,73113,608713,94721,32121,727267,25764,30450,217601,218085,2559,2210,14342,13312,6
2014,California,CA,31,51622,48162,99784,51.73,48.27,284504,304948,589452,721640,16.93,31.5,430120,202564,366321,77996,5593,55202,2396,35527,355723,365917,85620,178849,72453,33202,39251,189144,77788,38016,39772,91118,105544,140006,60765,36964,553990,122520,24925,704488,35248,42428,172286,171109,8582,10578,26651,29449,6
2014,California,CA,32,50353,34053,84406,59.66,40.34,320970,346609,667579,715691,12.64,34.6,356284,122655,445085,21044,4774,117980,838,25653,351473,364218,121042,144218,117027,59725,57302,152253,125254,69102,56152,120624,120541,124384,64872,25634,571980,119751,22958,704762,23276,28299,148619,149645,1844,1560,8433,8461,6
2014,California,CA,33,108331,74700,183031,59.19,40.81,319895,357798,677693,712287,27.01,40.7,536446,477115,86220,19382,1888,98655,1488,35805,343219,369068,62421,208987,68026,42882,25144,217784,85434,54580,30854,21890,53982,116101,181514,137702,603864,82048,48650,692034,19458,23410,238388,245866,1452,1211,7352,8083,6
2014,California,CA,34,61621,0,61621,100.0,0.0,335828,338235,674063,706331,9.14,34.2,270044,70156,461193,29944,4375,137244,1543,17099,361923,344408,225921,113882,167451,54495,112956,98903,170078,69254,100824,175761,96741,94311,74211,28499,577438,117887,17393,689493,34244,38029,100234,89568,5702,5196,8153,6995,6
2014,California,CA,35,62255,0,62255,100.0,0.0,298076,307521,605597,723202,10.28,30.6,411918,108319,504977,51152,5983,46510,2156,28637,360673,362529,133418,148627,105907,43542,62365,154844,107225,45452,61773,131789,113319,120479,44229,16092,554971,132747,21678,705483,31929,40360,166891,163576,4082,4987,19402,19665,6
2014,California,CA,36,72682,61457,134139,54.18,45.82,298377,305964,604341,722617,22.2,38.8,491076,305991,347419,29771,7824,24124,1277,25650,361744,360873,101669,194278,76162,27937,48225,195364,78045,32555,45490,103856,127062,153142,60800,37224,574243,100433,22600,709735,38543,44556,199772,200290,4542,4744,9756,8389,6
2014,California,CA,37,96787,18051,114838,84.28,15.72,311369,349576,660945,717062,17.37,34.9,293935,176758,276367,171670,5228,71339,1132,27314,346103,370959,137704,163686,107128,40555,66573,181294,116159,52123,64036,102853,84980,120448,107439,68441,593186,102447,24639,703779,23034,25872,122243,115890,17432,24609,57720,70107,6
2014,California,CA,38,58192,40288,98480,59.09,40.91,312100,347009,659109,714959,14.94,35.7,376921,128184,440875,28046,5503,105539,1748,24488,348853,366106,97718,159658,98976,53466,45510,169925,111882,65202,46680,105466,117206,141622,67158,31100,573006,116395,25601,705654,21120,26031,160729,163226,1642,2025,11416,12038,6
2014,California,CA,39,41906,91319,133225,31.46,68.54,332157,359490,691647,719303,19.26,37.7,390656,233085,241739,16163,2370,210474,1950,28105,353875,365428,97117,161278,107223,63656,43567,165739,119820,73931,45889,57713,89434,146158,124705,60074,585978,108786,31386,712165,17129,20725,174338,173888,1067,1199,6452,7116,6
2014,California,CA,40,49379,0,49379,100.0,0.0,285035,301847,586882,706825,8.41,29.8,381381,35215,616783,35424,3148,16876,1170,13123,350851,355974,205906,98804,143333,42898,100435,105428,144853,51566,93287,199535,94630,77563,26288,8659,530211,134900,17492,701890,43355,52763,145509,137004,4965,6949,10597,12401,6
2014,California,CA,41,46948,35936,82884,56.64,43.36,287602,302994,590596,723608,14.03,30.1,422046,178275,419672,68191,7351,40322,2243,29387,357483,366125,103715,168755,83821,35026,48795,177329,86836,38829,48007,111279,110047,128798,43480,25442,554374,129899,22457,710642,36025,40644,170532,168460,8109,8579,24016,26215,6
2014,California,CA,42,38850,74540,113390,34.26,65.74,298961,308157,607118,735866,18.68,34.3,505358,336159,268077,40404,5580,64804,3226,37097,366899,368967,65289,195247,66462,37252,29210,197275,71216,39666,31550,66636,112731,168894,73466,36792,567597,118019,29918,727470,24166,26995,225710,223736,1710,2193,17702,17340,6
2014,California,CA,43,69681,28521,98202,70.96,29.04,293029,333324,626353,709580,15.68,34.0,268633,103945,327512,167743,3073,88743,3612,37259,340717,368863,124979,148819,101087,43123,57964,169776,111277,52271,59006,109543,101565,133704,74972,34442,560935,107657,23787,700889,21379,25907,111409,105553,16285,22457,56201,71420,6
2014,California,CA,44,59670,0,68862,86.65,0.0,289509,311277,600786,715526,11.46,30.5,327696,48516,495043,116661,5362,41429,4404,28975,351492,364034,150587,128930,116155,44424,71731,142254,119058,49965,69093,156604,104970,109168,35852,12270,544292,125389,19467,707297,35511,42199,127816,118101,12099,16250,39774,46541,6
2014,California,CA,45,56819,106083,162902,34.88,65.12,324659,355262,679921,727633,23.96,38.7,473946,394662,133934,12977,2425,158705,1965,30140,356313,371320,83444,184385,88646,51628,37018,190961,100910,63391,37519,34591,66698,137013,155737,98447,595666,101567,41053,718109,14514,17093,217931,219356,933,613,6112,5005,6
2014,California,CA,46,49738,33577,83315,59.7,40.3,309422,313466,622888,717316,13.38,30.9,406450,131737,477978,12800,3283,85845,1718,17713,361034,356282,187877,120722,138825,49875,88950,120017,139450,53999,85451,150372,101105,104395,54887,19759,553093,119203,22109,700810,34789,40918,163337,155714,1225,1337,4808,4795,6
2014,California,CA,47,69091,54309,123400,55.99,44.01,320733,339969,660702,716563,18.68,36.2,396815,232486,248855,51733,5611,155241,5949,37931,352898,363665,100695,169283,98679,52771,45908,174137,106463,59369,47094,89097,93639,150271,93243,46884,580034,102135,26777,708788,30339,32751,165524,163600,5896,6648,18910,19417,6
2014,California,CA,48,62713,112082,174795,35.88,64.12,327647,348151,675798,716473,25.86,40.5,486414,407133,150449,8091,2314,127556,2171,26747,353842,362631,67480,199983,78994,48670,30324,202425,88688,57038,31650,55259,78172,155352,140861,78727,596184,88913,36183,711983,18574,20860,221512,222607,405,473,3948,3161,6
2014,California,CA,49,64981,98161,163142,39.83,60.17,303254,300047,603301,717346,27.04,36.6,557618,438415,188003,19588,3314,47112,3153,31883,364714,352632,69072,221664,56208,25382,30826,206395,63371,30281,33090,49983,78095,150542,118628,74192,574679,100167,32660,695974,27990,30634,242785,241361,1441,1178,8686,6680,6
2014,California,CA,50,45302,111997,157299,28.8,71.2,288563,308994,597557,720932,26.32,36.6,578604,420934,215614,17326,8182,37370,2676,34886,354986,365946,81204,204272,59610,24681,34929,208824,69684,30486,39198,75015,107612,169593,80973,38681,574511,109379,27869,714267,37756,42187,246563,247396,1597,1599,7666,6041,6
2014,California,CA,51,56373,25577,81950,68.79,31.21,308092,316591,624683,722365,13.12,31.0,458669,98810,501562,51989,5982,58398,2134,28681,365727,356638,142794,156232,106694,45166,61528,134173,125929,56489,69440,140482,105259,127047,41850,15594,558197,132288,19966,690711,46031,54858,172499,168880,5457,6720,16965,16071,6
2014,California,CA,52,98826,92746,191572,51.59,48.41,333205,336306,669511,722414,28.61,36.1,502796,434927,95414,21593,3563,139783,2900,34925,364208,358206,68367,221806,70752,40647,30105,205051,81529,49726,31803,24098,61098,134677,157314,117924,603393,84032,39929,700294,20434,22368,223814,219849,1339,1715,8895,7449,6
2014,California,CA,53,87104,60940,148044,58.84,41.16,324200,341205,665405,732283,22.25,34.7,479662,305207,240712,59498,4722,96015,4636,44715,365147,367136,77730,210625,72820,40755,32065,204528,87762,48915,38847,56409,93726,169637,111473,59940,602626,92574,31184,722079,28434,32627,208435,202904,6171,6041,24981,21471,6
2014,Colorado,CO,1,183281,80682,278494,65.81,28.97,312052,317829,629881,754428,44.21,34.6,579213,431025,213741,64646,7593,25382,640,25617,376773,377655,73004,242398,52087,17567,34520,250084,49439,18306,31133,68841,96959,130733,140183,87879,616381,66628,31263,741412,38391,39993,246918,244505,9111,10705,22330,20514,8
2014,Colorado,CO,2,196300,149645,345945,56.74,43.26,306766,305833,612599,743871,56.47,37.2,673007,622297,75414,6599,3419,21471,756,20293,374749,369122,30725,272237,24635,9894,14741,270271,24384,11178,13206,21116,76912,138285,151631,104703,617700,57684,31837,724850,36069,38159,295098,287731,566,750,2903,1699,8
2014,Colorado,CO,3,100364,163011,281141,35.7,57.98,284686,285714,570400,721514,49.29,39.3,634524,515370,174695,7163,14866,5030,554,20418,363503,358011,30501,258982,19896,5808,14088,257175,21212,7327,13885,52708,131744,161829,95899,49186,584883,62972,25446,703601,40708,47075,270858,262171,960,763,2113,1672,8
2014,Colorado,CO,4,83727,185292,286507,29.22,64.67,283922,281328,565250,740752,50.69,36.6,657032,540435,160349,9905,6020,13081,590,20635,373675,367077,38992,244940,28998,9984,19014,245641,25688,9999,15689,51815,116889,156151,104271,50186,577564,72784,30269,721400,31742,37280,288436,285545,1081,837,2812,2268,8
2014,Colorado,CO,5,105673,157182,262855,40.2,59.8,292824,290197,583021,742085,45.08,35.3,608594,538979,110840,41929,5193,18040,2001,37868,377154,364931,25127,263791,20216,8817,11399,250290,25865,14042,11823,34981,109364,175318,98828,62880,590865,76203,28349,710882,29319,34742,261064,260934,3769,3861,15709,14121,8
2014,Colorado,CO,6,118847,143467,276440,42.99,51.9,285820,304059,589879,749853,46.86,35.5,566664,470326,147901,67781,5020,39650,1318,31998,369446,380407,67012,216658,49825,19337,30488,229714,51617,22728,28889,41301,98241,150841,129170,67165,580480,73636,33938,743294,20031,25492,256289,260156,7420,7626,26707,25365,8
2014,Colorado,CO,7,148225,120918,269143,55.07,44.93,293143,300445,593588,745077,45.34,35.9,645877,486767,205662,11039,7806,23907,782,23377,372970,372107,49451,245357,35720,12066,23654,249849,35914,14682,21232,61484,129226,154981,99693,52010,594916,67585,31205,734090,32702,39867,284744,279460,1061,798,4775,3833,8
2014,Connecticut,CT,1,127430,78609,217881,58.49,36.08,290508,324580,615088,716939,35.42,40.5,512344,455161,111392,107114,1659,34048,303,23313,346163,370776,51141,217088,48370,25050,23320,241720,52838,30022,22816,56924,137302,128980,99117,74641,588695,64079,32995,701479,17503,21988,224886,236614,10436,12006,39018,43573,9
2014,Connecticut,CT,2,131294,80837,227936,57.6,35.46,292691,298772,591463,714049,38.54,41.2,624366,593355,52861,27587,2260,22192,262,22426,357651,356398,22927,258616,22828,11247,11581,260137,24160,14475,9685,41340,147917,136518,89336,71659,594590,60179,32855,672925,18412,23807,275602,279526,1900,1902,9328,8136,9
2014,Connecticut,CT,3,130009,69454,209939,61.93,33.08,285590,321041,606631,716410,34.61,39.5,540319,483710,96302,95623,1660,29061,144,16985,343210,373200,44800,227898,39565,18127,21438,258930,40934,21177,19757,49339,149064,122525,91597,79074,595415,68716,31608,691453,18668,24769,233699,244777,8746,12007,33950,38086,9
2014,Connecticut,CT,4,101401,88209,198800,51.01,44.37,289714,320400,610114,728317,32.58,39.3,537021,462246,132078,88510,1418,36650,165,16362,354733,373584,85792,193050,68970,27694,41276,214637,71359,34404,36955,52032,102285,99516,129936,103782,579891,79088,36430,714843,14705,19320,244312,249591,7479,10745,32240,35809,9
2014,Connecticut,CT,5,106256,92404,213301,49.82,43.32,287137,312029,599166,716338,35.6,41.0,575055,513888,120162,47037,1039,23891,231,19711,348864,367474,50293,224079,43446,19612,23834,242584,45759,23686,22073,57376,141319,124589,96676,72733,586967,69999,32175,700415,21790,27421,252621,262836,4639,5063,16752,17659,9
