Year,State,State Abbr,District,Democratic Votes,Republican Votes,Total Votes,Democratic Percentage,Republican Percentage,Voting Eligible Male,Voting Eligible Female,Voting Eligible Population,Total Population,Voter Turnout,Median Age,White,White (non Hispanic or Latino),Hispanic or Latino,Black,American Indian,Asian,Pacific,Multiracial,Male,Female,Not a citizen,Male 18+ birthright,Male 18+ bloodright,Male 18+ naturalized,Male 18+ not citizen,Female 18+ birthright,Female 18+ bloodright,Female 18+ naturalized,Female 18+ not citizen,Less than HS,HS grad,Some college,Bachelor's degree,Graduate degree,Total income,No income,Median income,Total poverty,Income below poverty (White male),Income below poverty (White female),Income above poverty (White male),Income above poverty (White female),Income below poverty (Black male),Income below poverty (Black female),Income above poverty (Black male),Income above poverty (Black female),State FIPS
2014,Virginia,VA,9,0,117465,162815,0.0,72.15,290744,300264,591008,722813,27.55,41.5,661295,650492,15022,38897,968,9121,140,8816,358948,363865,13062,277717,9955,3072,6883,287726,8733,3805,4928,95919,166146,143068,57026,36409,609622,77746,20347,691958,52323,63366,260597,262349,4696,5140,11184,11938,51
2014,Virginia,VA,10,89957,125914,222910,40.36,56.49,308392,324362,632754,767831,35.23,37.1,564099,496688,95963,53539,1751,95693,394,30587,380696,387135,72579,203799,67750,36843,30907,208281,74976,41105,33871,38512,82023,111179,150048,116821,590871,78672,47488,761590,11397,14110,267346,267385,1940,2953,23400,23633,51
2014,Virginia,VA,11,106780,75796,187805,56.86,40.36,331612,354375,685987,762463,27.38,35.8,459952,367844,137630,95361,3065,134244,651,36817,376151,386312,113510,180361,100665,50586,50079,184875,110817,58683,52134,43410,81204,113517,148260,124054,606882,77932,46219,754233,10084,13197,217664,213477,4002,5163,40820,43839,51
2014,Washington,WA,1,124151,101428,225579,55.04,44.96,284131,290135,574266,697086,39.28,38.3,573010,534718,58024,7721,7225,64619,1597,27510,348695,348391,57059,215497,47175,21459,25716,214734,50330,25071,25259,34349,93232,157506,122888,66916,557404,74245,37410,689651,20639,25415,263602,258106,468,562,3507,2514,53
2014,Washington,WA,2,122173,79518,201691,60.57,39.43,287058,297116,584174,685784,34.53,37.6,547558,501861,70627,18565,10002,54117,3481,35374,341483,344301,45708,225476,40719,20863,19856,226103,46052,24961,21091,40192,111607,177266,91468,43225,563548,65469,29751,672556,28490,35905,238370,234429,1554,2054,8487,5776,53
2014,Washington,WA,3,78018,124796,202814,38.47,61.53,265555,277067,542622,685412,37.38,39.0,597071,562597,58052,10271,6303,21609,3492,28673,339688,345724,28794,228698,24833,12024,12809,236487,26610,13970,12640,46673,127965,181933,67624,36386,546432,73750,26826,677908,33145,42032,259012,256928,1480,1219,4157,3069,53
2014,Washington,WA,4,0,153079,153079,0.0,100.0,258210,257728,515938,691843,29.67,33.2,518623,387827,256925,7571,17690,10775,554,23221,349148,342695,85309,190117,54792,13301,41491,193704,49845,14179,35666,93530,111923,134460,52675,29674,520738,75077,23708,681522,36445,43431,218919,213162,1397,768,2842,2037,53
2014,Washington,WA,5,87772,135470,223242,39.32,60.68,269163,278532,547695,680713,40.76,37.4,604347,578610,40544,11664,11800,16099,2085,25539,339459,341254,22021,245499,16683,6981,9702,248428,20182,9922,10260,35425,115868,171850,77624,46127,556640,68787,24200,652970,43483,47805,244635,246896,1845,1758,3823,2362,53
2014,Washington,WA,6,141265,83025,224290,62.98,37.02,278832,284900,563732,678377,39.79,41.7,558271,529846,47571,25530,13948,27332,4163,36979,340450,337927,20755,250586,18495,9751,8744,246310,24383,14207,10176,39934,122432,182100,83823,48996,564806,70599,28276,657864,28352,36403,241979,237442,2907,2873,9783,7523,53
2014,Washington,WA,7,203954,47921,251875,80.97,19.03,314591,324613,639204,699468,39.4,37.1,533775,502706,52187,30571,5653,73985,4225,37179,349579,349889,53815,241335,49406,23850,25556,243148,52884,28581,24303,28233,63230,133807,171840,115446,603170,53092,37497,682035,23843,24618,237750,236923,5052,4760,11207,8342,53
2014,Washington,WA,8,73003,125741,198744,36.73,63.27,270918,281090,552008,691393,36.0,37.7,558082,514101,71120,18808,6853,50636,3654,32773,343481,347912,44847,217037,36903,16978,19925,219972,40214,20904,19310,40653,116273,154248,95498,48522,544914,73111,34642,684618,23868,30082,251708,247405,2027,1930,7616,6898,53
2014,Washington,WA,9,118132,48662,166794,70.83,29.17,312765,322809,635574,694619,26.24,36.7,382629,334537,81757,76676,5622,153808,8097,44307,347585,347034,101563,177432,91082,44251,46831,177748,94024,51037,42987,56576,98263,137359,118161,67377,565284,75788,31836,686428,18130,21390,172666,165501,9624,12206,28211,25821,53
2014,Washington,WA,10,99279,82213,181492,54.7,45.3,270839,291194,562033,694428,32.29,35.6,518936,475126,73191,43107,10021,45092,11260,47408,343940,350488,33622,229978,27329,13532,13797,230304,38394,22496,15898,40740,123350,174113,74732,41712,553901,75204,30593,679648,26386,32024,224197,225167,2976,3811,19139,15652,53
2014,West Virginia,WV,1,52109,92491,144737,36.0,63.9,246265,254134,500399,617878,28.92,41.0,586284,580769,7394,14436,1128,5513,278,9011,307032,310846,5343,239917,4592,1756,2836,248058,4079,1997,2082,53505,175909,110129,54124,33437,518250,71020,22056,593811,44097,52871,235442,234913,2138,2107,3580,3173,54
2014,West Virginia,WV,2,67687,72619,154250,43.88,47.08,240806,253111,493917,624133,31.23,41.7,575276,567492,11235,22236,794,4408,139,18700,307498,316635,5794,232953,5212,2641,2571,244609,5448,3054,2394,63975,177370,107404,55249,34314,511478,65827,24355,611075,37348,47190,238821,240776,2692,2549,8299,7431,54
2014,West Virginia,WV,3,62688,77713,140401,44.65,55.35,236341,251679,488020,611870,28.77,42.1,574256,570610,5432,22457,1153,3223,228,9210,300050,311820,3434,232210,3110,1021,2089,247037,2929,1713,1216,84691,178026,104139,41033,25309,506905,76725,20317,594526,49444,62169,224463,224303,3269,3994,6165,6243,54
2014,Wisconsin,WI,1,105552,182316,287897,36.66,63.33,275436,283219,558655,713727,51.53,39.6,630704,583303,65650,38398,2376,11725,221,16740,354834,358893,19563,249187,17934,8315,9619,258947,16457,7815,8642,44342,155370,155697,85383,42712,573535,60295,30112,697684,26672,32900,280887,280022,5317,6412,11110,11399,55
2014,Wisconsin,WI,2,224920,103619,328539,68.46,31.54,285235,296029,581264,726365,56.52,36.3,634495,606061,44264,30710,2226,27705,142,19258,359665,366700,31190,254625,22791,7819,14972,266911,21089,8029,13060,33666,121049,139064,113236,73641,591764,45464,30366,708193,29716,36330,276597,277222,5322,6627,9133,8088,55
2014,Wisconsin,WI,3,155368,119540,275036,56.49,43.46,283357,285026,568383,715142,48.39,38.3,673833,663449,15985,7620,4495,14647,286,10327,359919,355223,8302,273341,6922,3094,3828,273231,7659,4136,3523,41292,164724,153197,71918,37457,587861,49192,24799,682793,39735,48448,283864,274500,911,531,1947,1432,55
2014,Wisconsin,WI,4,179045,68490,254537,70.34,26.91,261731,291416,553147,714688,46.02,32.2,380115,311667,114647,243009,4022,25234,204,25796,344104,370584,43247,217369,32779,11583,21196,250757,28982,11677,17305,72100,127478,125727,74714,42947,559498,76563,22472,697441,27600,31792,154418,155134,41086,53682,67205,76754,55
2014,Wisconsin,WI,5,101190,231160,332350,30.45,69.55,276605,294012,570617,715229,58.24,41.0,662957,635832,37853,12799,1810,17138,49,12252,350120,365109,16192,253280,15514,7811,7703,271428,14865,7719,7146,32530,139723,153216,116204,55230,583397,46860,32061,701055,20350,26980,297780,305632,1880,1542,4226,4285,55
2014,Wisconsin,WI,6,122212,169767,298844,40.89,56.81,282470,283563,566033,711646,52.8,41.3,664198,644040,29377,11327,3211,15164,164,10861,357619,354027,12088,267069,10607,4794,5813,266598,10903,6062,4841,44125,175193,151618,81738,38585,583402,52312,27417,685972,25921,33513,294336,291764,1098,1150,2242,1856,55
2014,Wisconsin,WI,7,112949,169891,286561,39.42,59.29,278732,278491,557223,710394,51.43,43.1,666553,656618,14255,4930,14482,10724,140,11106,357558,352836,7218,268724,6868,3140,3728,268259,6465,3767,2698,46318,186428,160923,70763,34363,579082,47604,25846,696748,33603,39719,295568,286663,707,508,1557,885,55
2014,Wisconsin,WI,8,101345,188553,289898,34.96,65.04,275617,281852,557469,717501,52.0,39.7,652343,632741,33261,8965,16941,15067,97,14436,358231,359270,15940,259366,11991,4260,7731,265917,11196,4739,6457,41816,177044,152498,83085,33881,577854,49894,28033,701197,24557,33042,293572,287834,1602,1419,2568,2092,55
2014,Wyoming,WY,1,37803,113038,165100,22.9,68.47,225397,219535,444932,575251,37.11,36.8,522535,487918,54181,5958,13144,5377,332,15518,293467,281784,12273,214275,8497,2625,5872,206482,9133,3920,5213,29366,112082,143909,64017,31724,460282,39698,29300,561187,23189,30566,236183,221040,705,369,2429,1903,56
2016,Alabama,AL,1,0,208083,215893,0.0,96.38,259397,285247,544644,699597,39.64,39.1,471464,457189,20829,194080,6832,9710,116,12119,338350,361247,10828,245683,9423,4291,5132,272190,8773,4284,4489,64061,155440,143528,72713,37294,564533,90857,23809,682944,24407,33469,201196,204266,25206,35402,59187,66425,1
2016,Alabama,AL,2,112089,134886,276584,40.53,48.77,254837,277746,532583,683013,51.93,38.2,441794,426855,23861,210862,2615,7469,129,12852,332380,350633,11827,243152,8654,3031,5623,264857,8932,3957,4975,74623,148058,137373,62886,37479,552482,79445,22951,662741,25505,32383,186149,187484,27131,36364,65897,72457,1
2016,Alabama,AL,3,94549,192164,287104,32.93,66.93,264828,286144,550972,700551,52.11,38.1,490808,479128,20321,178003,2054,11111,234,11800,341645,358906,13007,252772,9178,2878,6300,273438,9075,3631,5444,78246,147821,140482,58858,39562,571794,82257,22398,679628,33306,41475,202430,201387,21093,29770,57817,61595,1
2016,Alabama,AL,4,0,235925,239444,0.0,98.53,257736,275611,533347,683607,44.89,40.7,602348,573872,42321,47540,5190,4331,664,12371,334865,348742,18888,241898,12908,2930,9978,262211,10340,3060,7280,93232,159606,140513,47547,29050,554777,83346,21456,674979,44094,57956,247583,246086,5524,7564,15968,16717,1
2016,Alabama,AL,5,102234,205647,308326,33.16,66.7,269747,289215,558962,704796,55.16,39.3,540596,516064,34488,121575,4343,11326,474,18465,344968,359828,18267,250741,13773,5233,8540,267272,15103,6840,8263,63743,130997,139585,92907,53772,575422,83776,26479,688264,28455,36393,233987,233049,12630,16342,40280,45119,1
2016,Alabama,AL,6,83709,245313,329306,25.42,74.49,258620,281804,540424,694370,60.93,38.8,552673,534918,33721,101997,1703,11834,112,10497,336634,357736,21260,239343,14624,4653,9971,262450,14011,5343,8668,50294,120576,137169,103214,64459,558740,76484,30808,681556,21927,28755,242115,252415,7387,9106,37601,43033,1
2016,Alabama,AL,7,229330,0,233028,98.41,0.0,242886,286651,529537,675230,44.01,35.8,225354,216309,17962,427996,1182,4963,279,7308,317351,357879,12586,231941,8789,2156,6633,277051,7393,2207,5186,71837,147095,134053,54257,29078,550958,85208,18710,650480,15031,19321,90061,86644,57494,80189,133066,148317,1
2016,Alaska,AK,1,111019,155088,308198,36.02,50.32,302463,276078,578541,736855,53.27,33.6,483518,456575,49031,24443,103574,44218,8862,62340,385296,351559,24109,265085,23681,13697,9984,233424,27049,15605,11444,36032,130511,168631,86551,48974,579321,27908,31944,719064,14506,16441,234732,207967,2034,1714,10652,8505,2
2016,Arizona,AZ,1,142219,121745,280710,50.66,43.37,286853,286782,573635,735985,48.94,36.8,478403,364146,159406,17121,173475,11738,1251,24492,370881,365104,26216,256107,22241,8505,13736,255167,21177,10438,10739,69234,126557,166753,67879,44360,585913,113806,23676,704530,31374,37169,195942,193478,1208,1306,6103,5761,4
2016,Arizona,AZ,2,135873,179806,315679,43.04,56.96,296730,314505,611235,720794,51.65,40.6,584916,446683,198800,29891,10018,20813,1564,30989,356055,364739,40011,246193,33844,16693,17151,249938,41818,22749,19069,47880,105203,180381,94538,69884,597140,75269,25681,698177,38016,45374,237284,248774,3338,3588,10665,9346,4
2016,Arizona,AZ,3,148973,1635,151035,98.63,1.08,294040,303321,597361,739672,25.28,31.2,527986,203565,458083,34504,29914,12984,991,24127,369999,369673,90958,195866,69079,29095,39984,188946,79551,34824,44727,107517,120045,138586,44836,23182,568456,116053,21247,713033,51414,60750,198993,198433,3189,3532,13089,11847,4
2016,Arizona,AZ,4,81296,203487,284783,28.55,71.45,310369,305743,616112,738648,46.22,47.0,650407,554703,135922,13422,13762,8999,1283,18518,374018,364630,36563,267344,31075,11950,19125,263334,29105,13304,15801,71481,163312,203314,63787,36536,616068,89002,23581,709958,42967,49573,266251,270536,1053,1165,4464,4196,4
2016,Arizona,AZ,5,114940,205184,320124,35.9,64.1,288128,311171,599299,765403,53.42,37.8,655028,548572,135499,22784,7794,34802,1895,22700,375600,389803,37069,239196,32754,16178,16576,252149,38410,20612,17798,36177,111284,181853,113036,62270,596609,83365,32437,761134,26338,31442,293768,300168,1434,1467,9964,9644,4
2016,Arizona,AZ,6,122866,201578,324444,37.87,62.13,310215,331106,641321,752459,50.59,41.8,640517,547571,122884,20352,11808,35473,686,20865,369933,382526,55669,244242,46063,19910,26153,257164,49390,24552,24838,41502,99760,166322,143769,86861,624184,82319,34440,747638,33187,38799,278875,285796,2287,2341,8520,6916,4
2016,Arizona,AZ,7,119465,39286,158811,75.22,24.74,286648,289172,575820,767495,27.58,29.2,485166,158094,491499,74685,21363,18062,1972,25418,385656,381839,152309,169295,93983,23370,70613,170590,93796,24786,69010,141528,121080,113473,40406,20953,565182,140160,20970,756829,75135,87175,164857,151033,11436,12806,24416,24331,4
2016,Arizona,AZ,8,0,204942,298971,0.0,68.55,289035,328205,617240,753310,48.44,41.3,638647,525507,145142,33771,5988,26079,1097,25080,361112,392198,29912,242943,29238,16854,12384,270200,36387,21618,14769,41480,133224,199094,96205,51665,608763,86736,30997,741414,24671,32148,278107,295052,1974,2168,14072,14408,4
2016,Arizona,AZ,9,169055,108350,277511,60.92,39.04,316148,314913,631061,754811,43.98,33.2,574088,429035,207614,40580,22610,36279,2124,30390,380852,373959,67496,247291,51005,17852,33153,243485,50593,20835,29758,54444,97893,159833,113225,68033,619514,85231,29111,740810,42342,45510,242719,233702,5458,5101,15212,14111,4
2016,Arkansas,AR,1,0,183866,241047,0.0,76.28,274134,285433,559567,724990,43.08,39.5,567645,553496,23209,130344,2880,3567,325,12844,358370,366620,8557,264910,6737,2487,4250,277333,5804,2296,3508,84130,188121,142060,50727,26391,584409,85098,20890,694976,40130,51718,228886,227770,19916,26006,35992,38972,5
2016,Arkansas,AR,2,111347,176472,302464,36.81,58.34,279715,306849,586564,754821,51.57,36.6,547321,520589,37678,167337,2281,11741,346,17656,366015,388806,18989,261163,13904,4648,9256,288067,13410,5372,8038,54633,154496,149241,89806,52361,605935,79497,25878,737990,29535,37119,232526,235919,20072,24514,55266,63655,5
2016,Arkansas,AR,3,0,217192,280907,0.0,77.32,293589,305706,599295,772676,46.87,35.2,656696,588712,105989,22452,8547,21736,5962,23540,381757,390919,50822,249064,34172,10353,23819,263339,32249,10118,22131,74709,154522,139745,80936,45943,609660,91656,24598,754319,45351,54287,270545,271363,3327,3852,7033,6106,5
2016,Arkansas,AR,4,0,182885,244159,0.0,74.9,268454,289501,557955,715985,43.76,40.7,535474,515103,40173,140505,4989,4495,105,12039,350552,365433,16091,254411,10802,3241,7561,274908,10965,3628,7337,78756,186747,141985,52088,26194,580471,81567,20765,694119,39446,50281,217456,214375,20812,26620,41628,44483,5
2016,California,CA,1,128588,185448,314036,40.95,59.05,291019,293290,584309,703985,53.74,42.6,608538,546028,92225,10053,13098,19211,1211,33056,353795,350190,21797,259547,21373,10099,11274,260882,20754,11654,9100,53909,121199,201073,74746,39133,588021,82199,23105,681849,47382,53440,245343,247560,1384,951,2706,1990,6
2016,California,CA,2,254194,76572,330766,76.85,23.15,299846,311296,611142,713613,54.12,43.6,573929,510774,123384,10745,15143,26342,1467,34765,354294,359319,53223,236292,44767,18787,25980,242725,45876,22695,23181,49336,95275,162419,122821,81577,594714,69329,30796,697149,29399,32521,247783,254597,966,941,3936,2749,6
2016,California,CA,3,152513,104453,256966,59.35,40.65,300485,310756,611241,722896,42.04,34.8,475637,352057,210154,43299,7205,80443,3711,43678,362087,360809,70584,209366,62711,28408,34303,211041,65693,34022,31671,75248,107548,163266,69580,42634,578561,97917,26239,700204,30027,37885,199092,198877,3926,4102,15442,14874,6
2016,California,CA,4,130845,220133,350978,37.28,62.72,295273,306967,602240,718699,58.28,44.1,613491,551767,92681,9472,7474,34526,1326,30640,357434,361265,28133,249759,29435,16079,13356,253504,33175,20288,12887,37720,111205,198257,109104,55780,594439,84358,31810,706407,27598,30718,272011,275787,854,639,3333,2748,6
2016,California,CA,5,224526,67565,292091,76.87,23.13,309394,336621,646015,724966,45.21,39.9,472505,366710,199564,46276,6905,79414,3514,41970,353515,371451,75200,205245,69914,34235,35679,222669,73893,40059,33834,67417,104255,178606,102430,50441,598725,76098,30798,714012,22132,26293,204463,212878,4686,5500,16315,18714,6
2016,California,CA,6,177565,57848,235413,75.43,24.57,304185,333097,637282,734450,36.94,33.5,389889,276514,204587,91465,5594,114758,9855,51402,357155,377295,80244,189650,75656,38879,36777,205078,81963,46056,35907,78381,111476,157610,83818,43669,581375,97954,25394,726130,35692,38841,153472,157560,12592,15180,29400,32542,6
2016,California,CA,7,152133,145168,297301,51.17,48.83,305340,333227,638567,732954,46.56,38.1,474584,399352,123832,54965,5167,110979,5840,50779,359666,373288,51341,210178,58621,36541,22080,220789,67862,44576,23286,49371,103053,182092,107128,54318,588014,91266,31769,722636,24526,28034,203526,214200,6003,7118,19233,19343,6
2016,California,CA,8,83035,136972,220007,37.74,62.26,278873,284237,563110,716168,39.07,33.9,541529,332529,279648,58895,10121,21628,2499,31212,357003,359165,48498,213015,44058,21800,22258,213959,46673,23605,23068,78008,128430,165317,43446,27506,551648,120620,23142,698330,48612,56632,214520,210516,8399,12667,17691,17302,6
2016,California,CA,9,133163,98992,232155,57.36,42.64,297090,315276,612366,739025,37.91,34.3,408198,256989,281912,65639,5312,106080,4061,65174,365049,373976,88137,183520,77752,35818,41934,193502,80546,41228,39318,93132,117396,158823,62706,27703,570566,107071,25344,728049,26502,30988,172764,172064,7534,10218,23392,23377,6
2016,California,CA,10,116470,124671,241141,48.3,51.7,290735,303274,594009,729022,40.6,34.1,529848,320336,309266,23204,4530,47883,4764,38884,361773,367249,79890,191712,68165,30858,37307,198246,70811,34217,36594,94223,129741,153571,54222,24103,564018,103419,25313,719159,34826,43922,222520,221905,2222,2528,8475,8932,6
2016,California,CA,11,214868,83341,298209,72.05,27.95,315456,345766,661222,739386,45.1,39.6,456271,346910,194229,62209,3035,100366,3765,43308,359893,379493,94652,189223,85668,40565,45103,205921,90755,49090,41665,60928,87514,143762,134958,81959,600227,88761,35583,731336,17557,22163,204990,206990,5724,7438,22164,25604,6
2016,California,CA,12,274035,0,338845,80.87,0.0,397803,395069,792872,740337,42.74,38.2,373197,321786,109702,40213,2665,236191,2940,36612,378992,361345,98160,213654,116356,67793,48563,187094,126415,81560,44855,72801,69701,115672,198842,134104,657156,62355,43902,729614,17781,15496,182172,153025,6485,6987,13457,12116,6
2016,California,CA,13,293117,29754,322871,90.78,9.22,331997,363780,695777,740683,46.4,36.6,327367,255128,161384,131139,5486,152144,4441,50259,361083,379600,100577,194331,93018,44648,48370,212734,98167,52879,45288,77314,76462,125002,130315,108397,620484,83328,31665,722244,18643,19125,141868,139557,14273,18402,45951,50725,6
2016,California,CA,14,231630,54817,286447,80.86,19.14,360363,390697,751060,741332,38.14,39.4,348631,259457,178356,22630,2484,243714,10151,37710,365474,375858,113190,163265,124828,72270,52558,161374,141085,88238,52847,62912,88738,139938,146794,89051,614812,78983,38583,733614,11491,13512,161104,158963,1849,1832,9182,8999,6
2016,California,CA,15,198578,70619,269197,73.77,26.23,339820,364564,704384,751439,38.22,37.8,361624,258550,172061,45912,4065,235874,8320,45289,369831,381608,111158,164614,112537,62669,49868,168957,123868,71739,52129,54959,100647,139592,136043,81251,599509,95410,40519,742951,12218,15448,164812,165409,3001,4457,17702,18773,6
2016,California,CA,16,97473,70483,167956,58.03,41.97,275360,283767,559127,721109,30.04,29.9,411006,165134,431478,42971,7726,67168,1317,29035,359006,362103,118455,159615,86963,28782,58181,170117,82909,30741,52168,140788,103414,122178,34477,15547,535112,118374,18655,701064,50132,59998,149126,144259,7446,8294,11912,12042,6
2016,California,CA,17,233192,0,233192,100.0,0.0,379983,385575,765558,748800,30.46,36.5,238160,184656,123253,19207,2967,394803,3738,33231,377782,371018,169536,128369,165839,85775,80064,118370,170394,96811,73583,49024,78701,108612,151373,136145,608314,106791,45753,740227,8730,9884,111554,103367,1103,1634,8507,7387,6
2016,California,CA,18,230460,93470,323930,71.15,28.85,325684,344605,670289,730782,48.33,39.9,479277,404165,122091,13986,2145,157730,2653,35508,364820,365962,101641,184451,94005,47228,46777,184972,102105,57528,44577,34199,57597,110046,152743,156366,592174,82429,50918,717552,13057,16938,223986,217732,910,910,6398,4919,6
2016,California,CA,19,181802,64061,245863,73.94,26.06,354841,360051,714892,748954,34.39,35.7,340343,192102,305535,22902,4657,204901,3483,39189,376385,372569,118060,159335,125945,69561,56384,154153,129904,75994,53910,99540,93911,135383,106938,58663,598778,97793,31165,739704,16416,17358,153409,148932,2018,2260,9186,8718,6
2016,California,CA,20,180980,74811,255791,70.75,29.25,302674,302891,605565,729525,42.24,34.1,534668,273999,382011,14241,5297,38142,2438,30555,368281,361244,132645,183720,91964,26990,64974,183557,89226,30108,59118,113639,88848,131493,75605,48256,577585,100878,25148,699872,36933,45012,219558,214327,1294,1095,4914,3841,6
2016,California,CA,21,57282,75126,132408,43.26,56.74,287907,249132,537039,711464,24.66,28.9,501027,123880,524975,29486,8039,22169,1475,19779,376162,335302,154279,158393,103742,25772,77970,132540,91213,25379,65834,167836,104098,97591,23270,9416,521918,137858,17947,669037,67573,80119,173330,157943,3702,4103,7052,6337,6
2016,California,CA,22,76211,158755,234966,32.43,67.57,283877,300418,584295,739449,40.21,32.5,543803,298264,345109,23239,7265,56341,1393,29901,364833,374616,77013,193900,63862,26115,37747,210317,62071,28030,34041,89593,103292,150173,71240,36948,564818,103044,24883,730602,49400,57237,214455,216955,4155,3965,7456,7031,6
2016,California,CA,23,74468,167116,241584,30.82,69.18,288614,286100,574714,730050,42.04,33.6,544428,345364,278572,47269,7951,37483,1191,28889,370202,359848,55722,217261,49422,21931,27491,216334,46999,22767,24232,80641,123878,162171,58730,30788,563130,116242,26097,709370,43494,52624,220035,215740,5943,7828,15059,14898,6
2016,California,CA,24,166034,144780,310814,53.42,46.58,311201,311784,622985,727935,49.89,35.7,572358,402357,258970,14455,6362,33928,1079,28392,366776,361159,83747,226558,62988,21655,41333,225757,61087,24940,36147,72708,85554,151066,93387,59201,601820,83490,26738,693309,36345,41851,237528,237375,1267,1312,5070,3788,6
2016,California,CA,25,122406,138755,261161,46.87,53.13,297743,311310,609053,719970,42.88,35.7,466033,310011,271980,56017,4142,58586,1177,38892,358250,361720,63922,191215,67922,38606,29316,191484,75000,44826,30174,68883,103014,159063,83148,41332,560656,115727,31605,708115,23099,29309,205837,202174,7461,9119,18280,19304,6
2016,California,CA,26,169248,111059,280307,60.38,39.62,300442,317258,617700,720336,45.38,36.8,571749,318091,321962,13317,5338,49230,1325,30365,357322,363014,95112,186602,80263,33577,46686,194554,82224,40480,41744,84411,85315,148413,93984,58538,575022,88354,29920,709473,29631,34864,250324,249323,864,994,5970,4890,6
2016,California,CA,27,168977,81655,250632,67.42,32.58,350710,395043,745753,717212,33.61,41.4,292883,195585,198779,33040,2445,272005,1509,25699,348045,369167,102917,153897,120922,75891,45031,157746,143674,93623,50051,75523,95952,130500,127639,84064,602638,106254,29935,705916,13601,15803,128475,129273,2284,2563,13454,13765,6
2016,California,CA,28,210883,59526,270409,77.99,22.01,374629,399046,773675,716990,34.95,39.2,481562,392116,185806,19872,2499,96156,896,28772,358939,358051,116515,170596,128907,75126,53781,150789,151565,96692,54873,72320,90283,140507,160164,80993,621207,82872,30206,711248,32871,37570,209731,198173,2330,1527,8356,6872,6
2016,California,CA,29,171824,0,171824,100.0,0.0,332308,347946,680254,717765,25.26,33.4,417277,132009,492764,27812,3983,56074,848,17927,357869,359896,171857,121429,146894,63985,82909,118539,153818,75589,78229,147601,116262,108610,67407,21722,571400,115940,21439,711426,39809,46198,167243,160309,3583,3183,10422,10101,6
2016,California,CA,30,205279,77325,282604,72.64,27.36,358450,388492,746942,750372,37.83,39.1,499075,379469,215780,35670,2612,93494,1192,34494,369239,381133,99028,177493,114076,66881,47195,180756,126475,81261,45214,61554,96427,149233,147662,76040,625630,94999,32427,741648,25444,30405,219115,219880,2846,2733,15230,13592,6
2016,California,CA,31,121070,94866,215936,56.07,43.93,293930,316871,610801,733581,35.35,32.0,450918,199320,382935,77946,5182,57161,2151,35491,361438,372143,83394,184618,74080,35232,38848,195066,80413,41392,39021,91135,108073,145738,64550,38259,568517,125732,24866,713726,36592,44562,180517,178965,8793,10467,25645,29759,6
2016,California,CA,32,186646,0,186646,100.0,0.0,330233,354530,684763,719110,27.26,35.6,342291,116617,445509,20624,4829,125903,1339,25265,353519,365591,115253,152251,116159,61823,54336,155494,126714,72322,54392,119150,125192,129554,68963,27359,581873,116915,23182,707725,21445,26149,143524,144539,1658,1414,8120,8436,6
2016,California,CA,33,219397,110822,330219,66.44,33.56,322386,358286,680672,713625,48.51,41.1,528860,469320,90157,20528,2212,99902,1392,38089,344869,368756,63525,208265,70218,43903,26315,216643,86489,55154,31335,21229,51653,116168,186251,139655,606035,82243,50666,694911,18470,22342,237782,241204,1674,1518,7694,8613,6
2016,California,CA,34,159156,0,159156,100.0,0.0,344105,349025,693130,720384,22.96,34.3,285572,75343,463532,31661,6728,140943,1326,19267,366833,353551,213865,124953,162688,56464,106224,107011,169657,72357,97300,172791,98952,97233,84825,32808,590495,115186,18838,703646,36052,39262,106284,95859,6376,4921,8718,7757,6
2016,California,CA,35,124044,47309,171353,72.39,27.61,308372,313510,621882,730260,27.55,31.4,367951,105833,511252,50009,6556,48384,2672,30932,367148,363112,128424,160303,104204,43865,60339,158564,107614,47332,60282,132652,117852,125534,48554,16988,566476,132264,22362,707190,25256,31145,152357,149929,3701,4818,18529,19156,6
2016,California,CA,36,144348,88269,232617,62.05,37.95,306809,314492,621301,736044,37.44,39.6,500344,305161,358730,31532,8509,23541,1281,26151,369518,366526,98661,202114,75789,28906,46883,201376,79368,33748,45620,103678,132841,158150,62596,39757,588368,102327,22531,723700,39707,45875,205149,201428,4844,4708,10562,9505,6
2016,California,CA,37,237272,0,237272,100.0,0.0,320190,358356,678546,722138,34.97,35.3,302177,181277,275638,169733,5791,73683,1060,28579,348948,373190,129760,169555,106385,44250,62135,186330,116819,55207,61612,99043,87515,125192,110995,73599,601843,101929,26073,709057,22720,25192,126066,121810,17084,23649,57681,69756,6
2016,California,CA,38,163590,68524,232114,70.48,29.52,320720,352614,673334,717228,34.47,36.6,368179,121597,444333,28530,5086,110144,1939,24810,351149,366079,92051,166134,98609,55977,42632,170863,113098,68653,44445,101571,121834,144949,71159,32220,579987,118826,26030,708279,20120,25224,157952,159424,2049,2235,11349,11996,6
2016,California,CA,39,112679,150777,263456,42.77,57.23,337101,367421,704522,722857,37.39,38.3,384747,227797,242179,15931,2725,217919,1758,29967,355289,367568,95440,165518,107294,64289,43005,168837,121882,76702,45180,55948,90042,146670,131446,64984,593464,105630,31915,716061,15756,20440,172997,171416,1322,1348,6027,6920,6
2016,California,CA,40,106554,0,149297,71.37,0.0,289379,306793,596172,709435,25.04,30.2,388597,33407,621402,34706,3976,17241,1159,12983,350935,358500,196212,105235,139896,44248,95648,112434,142394,51965,90429,196444,96778,82723,28273,9627,535938,132103,18721,705209,41834,51196,150324,142786,4882,5969,10500,12967,6
